# Attachments whose bytes differ from the copy originally archived in Git LFS.
# Discord re-encodes attachments, so these are the same file in a different
# encoding, not corrupt data; all of them decode cleanly. The Git LFS original
# is no longer reachable, so the copy recorded here is the surviving one.
#path	expectedOid	actualOid	expectedSize	actualSize
1383714946495549471/1383982285619073234-IMG_8339.jpg	882cb1c53c565a677a48d294cb2d225e91d089f76c987f75b09d07a769cc08c2	d4e469e8eaab5b846788ea6c7ffde7239899a923e1fb0d2c3a7aca70a00c529d	2673546	3576292
1383714946495549471/1383982286189367358-IMG_8338.jpg	7b4fb3e2fdb067aab612c444a754e912a2bdbff61324ce539eeab38c24ae8e78	8019f71c83fee022d3c8d2bdcfd7109cbb8b05ad2791191f88d2e7f407feb511	2764331	3729257
1417487680077303951/1421201523140067469-image0.jpg	0fc4a99fc96fc77fbd77d06666d44e3d3589fafbb8ab92d417eb20661ca9d39d	946ed01fead103e95b0369ee740fcbeee2816280d0e9138c91b264c20b039624	3738861	4775100
1418008749485854901/1521296340288540712-image.png	3a44cd28171d50687cfcaed00fd3d31dcd9deba506349f696441e49d7e1dae09	42e05f025ef049f57bae962e1f702ebecdcbe8ac817003e6669de04027c93dc0	403169	402605
1418008749485854901/1521420904226357328-image.png	9cc06ef7daa33b6049efffadc436d4602d88958adea08a3e95a4c53e16a3b231	77c4088f693727806a6fc7b838a5e1ab2f22dd92df98f3fec0c370e2407c2933	288134	287946
1418008749485854901/1521420904624554044-image.png	ecf5f80e22c7e0b36f94a8535c7c125bddd9bf4634bba9988a622c8399b801cf	7ba51384f3f2cd74b9dc6499084d1b0858d22e71acbcb246fb7fa0b87ff6f9a4	256623	256227
1418008749485854901/1521427073481314405-image.png	f20f94c677a7f9f512cd943bd6bad48d78dab1f19029698fd8952e448e66c977	8bf8849b5dcc2bed5c8adb77d945fc62515b409c66f2b87042859d6a06c5e7fb	45856	45751
1418008749485854901/1521427074064060597-image.png	84257ef71f6051b6b37c775bb8619c69599cc688a00a78cdbe68dc70e8bcf494	1e373e9ea9aef226b86e0c0d25bfa8eedb72330bf1e529ae285824989a6e8bf1	21019	20991
1418008749485854901/1521432097892470905-image.png	0fcb439a0af4960102634ce461eef8dd321e99d3a1acb016dd5dc93bb0527041	75d3a8866865f9dbb084166eb3faf476aa7e42bfc8e349ffecd6cf1f7e72f13f	368538	367816
1418008749485854901/1521432098383073350-image.png	a20019db4d273eedff2937312e6df43bcec3c4914a95d45816418e6974141520	ea699721ebec14760032ef2eceff4df1de3ba8251863cf689b642b1a618580b0	356165	355523
1418008749485854901/1521432098886652085-image.png	afe2cba063df292750478b6c901f4687411e8fab343cb078e9c0d4d7972c9275	476266fab30c41455d565cdc1dbd3958b6068fbedd5efec8db255fd6c9a40103	211435	210700
1418008749485854901/1521433866014031942-image.png	63f8cd9f8f1d6ca645c9aa48305fff547b8ae745603f30c16526ccff224893ef	679a9fda40d99bd2ebb03bd0c0124ce4759e1adf7b13788c75e013c6b196235f	50587	50414
1418008749485854901/1521497038984843354-image.png	0fcb439a0af4960102634ce461eef8dd321e99d3a1acb016dd5dc93bb0527041	75d3a8866865f9dbb084166eb3faf476aa7e42bfc8e349ffecd6cf1f7e72f13f	368538	367816
1418008749485854901/1522366775310815313-image.png	16bdef5ea1d47c97c0530fbf0579be758a4168a172a079434128a0713ccdb370	764d9cacb3c0ba9351ea4a11284804cc754e8a5ddaa9e803455eaba6d9293dff	23904	23895
1418008749485854901/1523249807110705202-Screenshot_2026-07-02_004946.png	d1b9fde752012cba8fa4ae55be1a59e79eeb21c4c76fbc0918512c28f54bb662	ede09f2df3d37be8199769f04ce7defef12a04d2796b9b8835cfe56e9874f4e8	168147	167888
1418008749485854901/1524203513305890826-image.png	c7843c0c68e574fe1569834db3aa194359883f626eca74224b221f19b390ed9b	9859c6890a713d4e9655a610ca225033eca966738eb60b9c4d7713288636cd76	16746	16730
1479886842294698086/1522600623927853116-MI-RMI422-SP-002.png	05a63a731403465817b54bf516b4fe5196ada901bdf9d651ae039e5cb6d113f7	c2bc06b184f823a2b94d892bf29bbca99e8552b94cd6bec010a97d0e5e044be0	193708	193430
1488177460221575259/1532832640820969502-20260731_205037.jpeg	d15e51272c07c8162ecd8fe8225fe9a41295ab1b0e78937d2ab576a6ee12fcfe	95e009e96f7c2d1358edeb5b897c59e664555b6cf8ec28b10f0965020c00648d	3857581	4864566
1488177460221575259/1532839562135605278-20260731_211801.jpeg	603759da84ed2346cc56498287e7747672309e27769b30547a8b2d8ca2298829	957cc5c8fc3c06ba162cc79578aedeb746c67fb7eafea88f3b1e71ea6debbc09	3526814	4083563
1522002882537324594/1522071727440400556-image.png	1e6ac623d01975792a6032d9c7a31714ff459257ccb74a2d401563b8f9dc2469	d412b33c0925c012654fe6b2dc2fd7dc43ec95cea27be184ffec4e0df7bfa6f5	312628	312229
1522002882537324594/1522071801927045220-image.png	4532019208dbdf6980cde9eebba895278061b29a460ed97b2cec7f8e592ba1e5	3d38c171d622752cf77687121d084592587e76e50f35d9b558ed2ee5027eaab2	215742	215674
1522002882537324594/1522140794088067082-image.png	07890565cf36a9e448bc9af18dcc8b6cedf4a9b6a20c97772b45e182167fad47	5ebc166d1bc9c2a1b547afc93d2f94134186fcfa89aaa52373eaa497d6aba04e	187836	187502
1522002882537324594/1522142848210698320-image.png	82bda28aa54737f6c6ab8512873b3fadd534ae80889bc293eadb08609457f48c	87f20e355d2855fd4e97a1cfbfb5ed2b518d564633dcb25ea83d920ca9fbbb11	64029	63860
1522002882537324594/1522145456522526791-image.png	1b1cc37c00c73b70e39b6d9342f66002fb24a5fc20e66fc5c395e378d8b041f9	4914ea8e202d475cb7e3b044e8b3c99a0d82a4b91d3ee1cc3608c2c74bfeea52	320224	319708
1522002882537324594/1522147170235580426-image.png	9a23878b99bc3cee1f7630cb39237fa142b70e23e79200f0c02f2bf3104f5aa3	606eba1afb3bdacb6e528775870dde0b0aa8c4ba21f5b248eef5473ac1372201	215441	214969
1522002882537324594/1522174769724653668-image.png	42eba0363684a63502a5b7fd842db8d30480435ba4d67b8af7d3669eb1014e53	2617cb89048df0739645aee080da599bb39788b7dacce59ce7a20dae2d342381	181996	182716
1522002882537324594/1522178409474818048-image.png	5ea179bf06b69995ff9b08e713e44a09c9e3c30a140355d1e00460eda4440f01	de320b534064152c44e8d07b18585bb576ef3919f48bf6936fb2bed6d001e0cc	25313	25251
1522002882537324594/1522178435605332019-image.png	aca72d4265d3fcb18764a322fa3219b1217c6cf72f6268e138fe39bcbc6e9ec1	ee0f7affbb1e47c4325b3780921e70368a9e409b1c2947f2fad0a7b8518786ff	27656	27590
1522002882537324594/1522179762041262241-image.png	030c43bc234c59b28c30be81fc498c189b2006bca812de7fda74c78faa0a4d38	a44bf05f66f73834081318201633b18898ec83bc7adfbde5e315ed40a16e52bd	206328	206817
1522002882537324594/1522180532257947760-image.png	61911702f0b66da1c3382cead6ef8ff9ae962ffd8d764d2929a39a1a4bb67db9	e0e7a2fc75b908c22f43d486ace0992817a232f071b79daf0223c7662895f319	204541	205122
1522002882537324594/1522193419764629594-image.png	8e58b4bb987b85290ba06342062d5629a79ee9e87f1d930cc509418d2875790a	07a49aa0d73b4105ccdee30211091e49a5fa90be202cf186ca9e15516abeacfb	200042	199925
1522002882537324594/1522193451704127660-image.png	7d553eeec7dd828efca8b9cf7e650e5f78895428a407e8f15b8cec3e0a2895ee	a8fe71aeadeb78cdb649b41a6e87618ce0ded33b4ca7cadbbff877b344472446	152983	151918
1522002882537324594/1522193785826709525-image.png	0903d3a0c68cab6d347d7b24420ffae2e0a40c443afa5f1fb8644620096b707d	1ff655271c68c1957aa1ba998b773e40a956c6714048637a4a9d151a8724d01b	219015	219524
1522002882537324594/1522203188462092288-image.png	d6c94e354a94f30b64b90ede8117c80f3ec1c638b533d385784d1dde91b54f39	9d4d1070b52e80cd682ddf872fd90142e33824bab997ce7712da944770e22dbb	219111	220307
1522002882537324594/1524191056147517560-image.png	700726c72fea261e1137cdd51f80c8f1ed07c368bb7b01711de4dd29afe92daa	2b2b5f884d0bad83d5f6664561ba773dddda519ff0e90623a3c912c637e208b8	432506	431797
1526131135489376347/1526652315677757560-image.png	ee8af0a2a230c48b83f6b4c358c12626b66379b8f409c1bfa998d1961dbe0937	cabda585f0a02a9d023fb5ab6c0f6e1f8de0ea55dc108b2a372fb8003dc03414	39909	39819
1526957993545961502/1526958906050347178-image.png	530293cb53db96cbc0194b11a84936f431f7d7118e736d3916f9de0097252041	53d8b8b68fd305da6aafaa7fa79d93cdbefe37939611ea8b506d02cc37714cdd	37499	37352
1526957993545961502/1526958906507661494-image.png	b21cd4a29fc8f44ba7acab0f2ed10a2ff8f3f4c4f4172863a97678e6a6f16a73	15136aeff59d84d6ddbe5bdde6d50dd1e9f404de277add2d89f2b00ed94507a2	45091	45019
1526957993545961502/1526962418776019125-image.png	2b42acff5519dcf75bddee725c843363d40a71377680a37b52736d63fe0f5816	738e2f7101c75d4ea61502300f9d66f3778699abce5edb6fdcd575223fcbc64f	56713	56593
1526957993545961502/1526962419149180978-image.png	893909c23765008179fe0d75e201b2cb4ff21cb0eed337d9eea47f033e7062cc	a365093dc0a3ddb573a93a324641c2f86b3785061dad5e0d874cf8aff7c55ca8	50033	50014
1531030670728761424/1531031098232930355-image.png	19f0947f13639a75a68d7e9a449df3e53212c50ff0c6f0948cb750c76dc23068	5750d0392cd7b9cc1fcc9246d7a2e7f8ad917c648e2926f313bf689ede001342	341637	341143
958481126882680902/1011708845766221864-rn_image_picker_lib_temp_0c253772-966b-4967-940d-56e2af0a2452.jpg	6830e0de0336e5ae297e4ca290bdc119d10f54d4047b00cc81d0f3c1049b8a51	9459c758a862b454b61cea8014c9666ba2c6f9998344c6e255a1e8dfc17463e8	2350255	3270187
958481126882680902/1375375955614502932-rn_image_picker_lib_temp_783bbe4e-35f8-45c6-8e6c-273681b1c3bd.jpg	b08e8aada0e966f09ba930e33af9d03b8e5b474ca9b7870ed32e0275cfb50f93	7a5c5043f1c6b86852a890a54d77699832c90e76cbf7aa38a3a0b516c1ea3b07	639843	989758
958481126882680902/1391399015978893374-rn_image_picker_lib_temp_c6781bdc-fe90-4da8-9067-af6b428166c6.jpg	6337c712a500ef2b6b58ff1665ad685e3ada42d947e97d4ba0d53f9318a251b2	9550024675d481a5403d08ca63ac7e791dcc2ffb8290706de9d0cb325f84d55c	1498334	2384490
958481126882680902/1520725449955737681-415c71e7-8785-41fc-9742-8283c9d5ab0c.png	174f40261e1112d084fe4290cdaaa009c38a69f1e9b423d5d87e88033f6cad8c	84b9ed62a7396058bc4d8a8de5bea13f496f116fd47af2f3f287a8c8ef36e166	382207	381495
958481126882680902/1520725852500004894-image.png	9951a4be2b486d74675a54b0b9a7c081093c7cf7784bde8d15ea156ca640bce8	4461761b69adea2ee8f353ea96954123ff3ddf475d38e7d876490820b6cf5f54	133370	133175
958481126882680902/1521482287341113504-Screenshot_20260630_134710_Chrome.png	5f084bfdedf49627ebe03a71f9d63fd969de95e6ce43e864e465b904cece106b	9aaf30bb8d3661d00ed5bc5f676a2f7296bcd682c56d132900831ec441e6dd33	213262	217259
958481126882680902/1522654291800756234-image.png	fe3be05c9ef8252243e1680a62f6494d4788b9ea3f26a147ccf0181a97159442	c34efecdfe72d5af95be54cb242ead4ccf1ebadbcc0edec67f5fb72423094d6b	29877	30075
958481126882680902/1523022137949028534-image.png	f37ef85d627ae11595cb6b20722e4f999949f6d8361beba37c20aef3926f1d90	15172e37a3011d2583c7c4ba744cffa2452cf60cb504b8efac791e3378f4277b	78536	78436
958481126882680902/1523046416002318437-image.png	6d135fa474c9b35a63c13a5bc820287eb3390456346d54b31c4cac6af24ece4d	e7d87690350b1ebce6dead2605702ee9cdee39b3c4329eb3f8ebb70bcc96d585	22485	22327
958481126882680902/1523243690326360245-image.png	8b434372b6b99fd0696cf5e411773c1a5ffd7609b50c9befeb9345ba6041c30d	38514a44dec4245df97ea91ce4dd8a2a5af2baa0dfb42c345990105e9289c6d9	38520	38430
